model,type,epochs,final_train_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1,model_path
bert,base,1,-1,0.3477088676727548,0.84892,0.8517795546493906,0.84892,0.848612349046852,
bert,ate,1,0.3909775635213342,0.3440177293152225,0.84712,0.8530647839426442,0.84712,0.8464737443687678,trained_models/sentiment_imdb/bert/20240921_022513_ate_e1_lr0.0005.pth
bert,base,5,-1,0.3440177293152225,0.84712,0.8530647839426442,0.84712,0.8464737443687678,
